UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,machine_id,timestamp,operator_id,material_lot,ground_truth_label,failure_modes
8175,M08175,M,298.0,307.8,1642,25.7,27,0,0,0,0,0,0,LINE1-M02,2026-07-29T17:38:00,OP-110,MAT-8809,NORMAL,
8176,M08176,M,297.3,306.8,1449,53.2,30,0,0,0,0,0,0,LINE1-M01,2026-07-29T17:41:00,OP-106,MAT-8800,NORMAL,
8177,M08177,M,301.2,311.0,1331,39.9,33,0,0,0,0,0,0,LINE2-M02,2026-07-29T17:43:00,OP-100,MAT-8811,NORMAL,
8178,H08178,H,298.3,309.6,1514,35.8,38,0,0,0,0,0,0,LINE3-M01,2026-07-29T17:46:00,OP-101,MAT-8803,NORMAL,
8179,H08179,H,298.1,307.2,1436,47.9,43,0,0,0,0,0,0,LINE1-M01,2026-07-29T17:49:00,OP-108,MAT-8819,NORMAL,
8180,H08180,H,300.5,311.0,1343,37.9,48,0,0,0,0,0,0,LINE3-M02,2026-07-29T17:52:00,OP-110,MAT-8808,NORMAL,
8181,L08181,L,302.1,313.2,1168,37.2,50,0,0,0,0,0,0,LINE1-M02,2026-07-29T17:54:00,OP-100,MAT-8807,NORMAL,
8182,L08182,L,298.1,309.1,1479,36.7,52,0,0,0,0,0,0,LINE3-M02,2026-07-29T17:59:00,OP-103,MAT-8803,NORMAL,
8183,M08183,M,301.5,312.4,1476,49.3,55,0,0,0,0,0,0,LINE3-M02,2026-07-29T18:04:00,OP-103,MAT-8818,NORMAL,
8184,H08184,H,295.9,305.0,1334,51.5,60,0,0,0,0,0,0,LINE1-M02,2026-07-29T18:10:00,OP-105,MAT-8808,NORMAL,
8185,H08185,H,296.5,307.7,1816,35.9,65,0,0,0,0,0,0,LINE1-M02,2026-07-29T18:13:00,OP-102,MAT-8815,NORMAL,
8186,M08186,M,298.7,307.9,1310,48.1,68,0,0,0,0,0,0,LINE2-M01,2026-07-29T18:15:00,OP-105,MAT-8801,NORMAL,
8187,H08187,H,299.3,309.6,1462,26.3,73,0,0,0,0,0,0,LINE1-M01,2026-07-29T18:18:00,OP-100,MAT-8813,NORMAL,
8188,M08188,M,298.6,310.0,1687,39.1,76,0,0,0,0,0,0,LINE2-M02,2026-07-29T18:24:00,OP-102,MAT-8817,NORMAL,
8189,L08189,L,298.7,309.9,1302,35.8,78,0,0,0,0,0,0,LINE2-M01,2026-07-29T18:29:00,OP-103,MAT-8804,NORMAL,
8190,M08190,M,298.5,309.0,1168,22.2,81,1,0,0,1,0,0,LINE1-M01,2026-07-29T18:32:00,OP-108,MAT-8813,FAILURE,PWF
8191,H08191,H,298.9,309.2,1329,43.0,86,0,0,0,0,0,0,LINE1-M01,2026-07-29T18:34:00,OP-109,MAT-8818,NORMAL,
8192,L08192,L,303.6,314.5,1296,35.6,88,0,0,0,0,0,0,LINE2-M02,2026-07-29T18:39:00,OP-107,MAT-8800,NORMAL,
8193,L08193,L,299.1,309.9,1934,8.6,90,1,0,0,1,0,0,LINE2-M02,2026-07-29T18:41:00,OP-105,MAT-8804,FAILURE,PWF
8194,M08194,M,298.3,308.8,1570,41.1,93,0,0,0,0,0,0,LINE2-M02,2026-07-29T18:45:00,OP-109,MAT-8809,NORMAL,
8195,H08195,H,299.4,309.7,1392,38.6,98,0,0,0,0,0,0,LINE3-M01,2026-07-29T18:49:00,OP-106,MAT-8810,NORMAL,
8196,M08196,M,302.8,312.7,1189,48.1,101,0,0,0,0,0,0,LINE3-M01,2026-07-29T18:52:00,OP-104,MAT-8801,NORMAL,
8197,H08197,H,298.1,308.4,1168,41.6,106,0,0,0,0,0,0,LINE3-M01,2026-07-29T18:54:00,OP-108,MAT-8814,NORMAL,
8198,H08198,H,302.8,312.6,1168,30.8,111,0,0,0,0,0,0,LINE3-M01,2026-07-29T19:00:00,OP-100,MAT-8813,NORMAL,
8199,M08199,M,305.0,313.9,1488,25.3,114,0,0,0,0,0,0,LINE1-M02,2026-07-29T19:03:00,OP-105,MAT-8813,NORMAL,
8200,M08200,M,298.7,308.2,1726,42.1,117,0,0,0,0,0,0,LINE1-M02,2026-07-29T19:08:00,OP-109,MAT-8805,NORMAL,
8201,M08201,M,301.0,311.4,1419,31.6,120,0,0,0,0,0,0,LINE1-M02,2026-07-29T19:12:00,OP-106,MAT-8810,NORMAL,
8202,H08202,H,303.8,315.1,1758,40.8,125,0,0,0,0,0,0,LINE2-M02,2026-07-29T19:14:00,OP-109,MAT-8807,NORMAL,
8203,L08203,L,298.8,309.7,1481,31.6,127,0,0,0,0,0,0,LINE2-M01,2026-07-29T19:16:00,OP-105,MAT-8816,NORMAL,
8204,H08204,H,298.7,308.9,1204,43.7,132,0,0,0,0,0,0,LINE1-M01,2026-07-29T19:19:00,OP-107,MAT-8806,NORMAL,
8205,L08205,L,300.6,311.9,1327,48.3,134,0,0,0,0,0,0,LINE1-M01,2026-07-29T19:22:00,OP-102,MAT-8819,NORMAL,
8206,M08206,M,299.3,309.9,1168,31.5,137,0,0,0,0,0,0,LINE1-M02,2026-07-29T19:26:00,OP-109,MAT-8806,NORMAL,
8207,H08207,H,298.2,307.6,1433,28.7,142,0,0,0,0,0,0,LINE1-M02,2026-07-29T19:31:00,OP-106,MAT-8813,NORMAL,
8208,H08208,H,298.2,308.0,1207,24.3,147,1,0,0,1,0,0,LINE3-M01,2026-07-29T19:35:00,OP-110,MAT-8806,FAILURE,PWF
8209,L08209,L,301.4,311.6,1806,28.7,149,0,0,0,0,0,0,LINE3-M02,2026-07-29T19:39:00,OP-102,MAT-8801,NORMAL,
8210,M08210,M,295.8,305.6,1230,32.5,152,0,0,0,0,0,0,LINE2-M02,2026-07-29T19:44:00,OP-110,MAT-8805,NORMAL,
8211,M08211,M,298.5,308.8,1452,52.1,155,0,0,0,0,0,0,LINE1-M01,2026-07-29T19:49:00,OP-101,MAT-8812,NORMAL,
8212,L08212,L,301.5,311.3,1168,23.5,157,1,0,0,1,0,0,LINE3-M02,2026-07-29T19:52:00,OP-109,MAT-8808,FAILURE,PWF
8213,M08213,M,301.3,311.3,1494,41.2,160,0,0,0,0,0,0,LINE2-M01,2026-07-29T19:56:00,OP-105,MAT-8812,NORMAL,
8214,H08214,H,302.2,312.8,1275,34.9,165,0,0,0,0,0,0,LINE3-M01,2026-07-29T20:02:00,OP-111,MAT-8817,NORMAL,
8215,L08215,L,300.2,310.1,1891,35.2,167,0,0,0,0,0,0,LINE3-M01,2026-07-29T20:04:00,OP-107,MAT-8815,NORMAL,
8216,L08216,L,295.8,306.1,1583,36.5,169,0,0,0,0,0,0,LINE2-M01,2026-07-29T20:09:00,OP-107,MAT-8818,NORMAL,
8217,L08217,L,299.6,311.2,1877,14.9,171,1,0,0,1,0,0,LINE2-M02,2026-07-29T20:15:00,OP-106,MAT-8803,FAILURE,PWF
8218,H08218,H,300.5,311.9,1489,44.6,176,0,0,0,0,0,0,LINE2-M02,2026-07-29T20:17:00,OP-105,MAT-8814,NORMAL,
8219,L08219,L,298.5,307.8,1388,39.4,178,0,0,0,0,0,0,LINE2-M01,2026-07-29T20:22:00,OP-104,MAT-8817,NORMAL,
8220,M08220,M,304.7,313.6,1426,46.7,181,0,0,0,0,0,0,LINE3-M01,2026-07-29T20:24:00,OP-101,MAT-8805,NORMAL,
8221,M08221,M,302.7,312.4,1645,50.0,184,0,0,0,0,0,0,LINE2-M02,2026-07-29T20:28:00,OP-103,MAT-8810,NORMAL,
8222,M08222,M,297.1,307.3,1869,30.4,187,0,0,0,0,0,0,LINE3-M01,2026-07-29T20:32:00,OP-103,MAT-8803,NORMAL,
8223,M08223,M,300.4,309.5,1278,50.1,190,0,0,0,0,0,0,LINE2-M01,2026-07-29T20:37:00,OP-111,MAT-8808,NORMAL,
8224,M08224,M,299.2,309.1,1568,34.8,193,0,0,0,0,0,0,LINE3-M01,2026-07-29T20:39:00,OP-109,MAT-8801,NORMAL,
8225,L08225,L,299.7,309.3,1637,32.6,195,0,0,0,0,0,0,LINE3-M02,2026-07-29T20:42:00,OP-107,MAT-8805,NORMAL,
8226,L08226,L,297.7,307.3,1280,30.8,197,0,0,0,0,0,0,LINE1-M01,2026-07-29T20:47:00,OP-109,MAT-8811,NORMAL,
8227,L08227,L,298.7,309.1,1688,43.9,199,0,0,0,0,0,0,LINE3-M01,2026-07-29T20:49:00,OP-102,MAT-8804,NORMAL,
8228,M08228,M,303.3,314.5,1622,34.2,202,0,0,0,0,0,0,LINE2-M01,2026-07-29T20:55:00,OP-105,MAT-8802,NORMAL,
8229,M08229,M,303.3,313.6,1428,19.6,205,1,0,0,1,0,0,LINE1-M01,2026-07-29T20:59:00,OP-103,MAT-8803,FAILURE,PWF
8230,L08230,L,303.8,312.8,1936,14.8,207,1,0,0,1,0,0,LINE2-M02,2026-07-29T21:05:00,OP-107,MAT-8800,FAILURE,PWF
8231,L08231,L,299.9,309.8,1708,33.4,209,1,1,0,0,0,0,LINE2-M02,2026-07-29T21:11:00,OP-103,MAT-8812,FAILURE,TWF
8232,L08232,L,300.2,309.5,1530,39.1,211,0,0,0,0,0,0,LINE1-M01,2026-07-29T21:16:00,OP-107,MAT-8817,NORMAL,
8233,L08233,L,300.7,311.1,1504,33.2,213,1,1,0,0,0,0,LINE2-M02,2026-07-29T21:22:00,OP-108,MAT-8810,FAILURE,TWF
8234,H08234,H,299.2,307.6,1265,41.5,218,1,1,1,0,0,0,LINE3-M01,2026-07-29T21:27:00,OP-107,MAT-8809,FAILURE,"TWF,HDF"
8235,L08235,L,299.3,310.7,1438,35.9,220,1,1,0,0,0,0,LINE1-M01,2026-07-29T21:29:00,OP-108,MAT-8802,FAILURE,TWF
8236,L08236,L,300.6,310.3,1168,35.9,222,1,1,0,0,0,0,LINE3-M02,2026-07-29T21:35:00,OP-103,MAT-8815,FAILURE,TWF
8237,L08237,L,296.8,308.1,1268,51.1,224,1,1,0,0,1,0,LINE2-M01,2026-07-29T21:37:00,OP-109,MAT-8815,FAILURE,"TWF,OSF"
8238,L08238,L,302.7,312.5,1168,50.0,226,1,0,0,0,1,0,LINE3-M01,2026-07-29T21:41:00,OP-100,MAT-8814,FAILURE,OSF
8239,M08239,M,298.8,309.8,1364,35.2,229,0,0,0,0,0,0,LINE2-M01,2026-07-29T21:46:00,OP-106,MAT-8808,NORMAL,
8240,L08240,L,296.1,306.2,1581,37.8,231,1,1,0,0,0,0,LINE3-M02,2026-07-29T21:52:00,OP-110,MAT-8809,FAILURE,TWF
8241,L08241,L,300.7,309.4,1523,44.8,233,1,1,0,0,0,0,LINE1-M02,2026-07-29T21:56:00,OP-108,MAT-8809,FAILURE,TWF
8242,M08242,M,297.7,306.9,1389,40.0,236,1,1,0,0,0,0,LINE1-M01,2026-07-29T22:01:00,OP-105,MAT-8811,FAILURE,TWF
8243,M08243,M,300.6,309.9,1426,28.4,239,1,1,0,0,0,0,LINE1-M01,2026-07-29T22:03:00,OP-106,MAT-8817,FAILURE,TWF
8244,M08244,M,299.3,310.4,1795,40.5,0,0,0,0,0,0,0,LINE3-M02,2026-07-29T22:07:00,OP-106,MAT-8818,NORMAL,
8245,H08245,H,302.5,312.7,1585,34.6,5,0,0,0,0,0,0,LINE3-M01,2026-07-29T22:12:00,OP-106,MAT-8807,NORMAL,
8246,M08246,M,302.1,311.9,1241,29.8,8,0,0,0,0,0,0,LINE1-M02,2026-07-29T22:18:00,OP-100,MAT-8800,NORMAL,
8247,M08247,M,303.2,312.8,1821,28.3,11,0,0,0,0,0,0,LINE2-M01,2026-07-29T22:21:00,OP-105,MAT-8817,NORMAL,
8248,M08248,M,300.1,309.3,1665,47.6,14,0,0,0,0,0,0,LINE1-M02,2026-07-29T22:25:00,OP-111,MAT-8816,NORMAL,
8249,L08249,L,302.3,311.5,1730,32.7,16,0,0,0,0,0,0,LINE2-M01,2026-07-29T22:29:00,OP-102,MAT-8802,NORMAL,
8250,L08250,L,301.4,309.6,1503,33.8,18,0,0,0,0,0,0,LINE1-M01,2026-07-29T22:32:00,OP-100,MAT-8800,NORMAL,
8251,L08251,L,301.2,310.7,1193,23.6,20,1,0,0,1,0,0,LINE2-M02,2026-07-29T22:35:00,OP-102,MAT-8819,FAILURE,PWF
8252,L08252,L,297.1,305.5,1624,42.4,22,0,0,0,0,0,0,LINE1-M01,2026-07-29T22:39:00,OP-105,MAT-8816,NORMAL,
8253,H08253,H,302.8,312.2,1590,30.3,27,0,0,0,0,0,0,LINE1-M02,2026-07-29T22:45:00,OP-106,MAT-8801,NORMAL,
8254,H08254,H,296.3,305.7,1410,33.7,32,0,0,0,0,0,0,LINE3-M01,2026-07-29T22:51:00,OP-105,MAT-8810,NORMAL,
8255,L08255,L,298.3,308.6,1458,33.4,34,0,0,0,0,0,0,LINE3-M02,2026-07-29T22:53:00,OP-107,MAT-8810,NORMAL,
8256,M08256,M,299.4,308.6,1168,56.5,37,0,0,0,0,0,0,LINE2-M02,2026-07-29T22:56:00,OP-106,MAT-8811,NORMAL,
8257,L08257,L,301.4,310.9,1595,53.6,39,0,0,0,0,0,0,LINE2-M01,2026-07-29T23:00:00,OP-107,MAT-8813,NORMAL,
8258,L08258,L,300.0,308.8,1587,47.0,41,0,0,0,0,0,0,LINE3-M02,2026-07-29T23:04:00,OP-100,MAT-8816,NORMAL,
8259,H08259,H,297.3,306.6,1501,22.7,46,0,0,0,0,0,0,LINE2-M01,2026-07-29T23:10:00,OP-108,MAT-8800,NORMAL,
8260,M08260,M,301.9,313.7,1583,33.9,49,0,0,0,0,0,0,LINE2-M01,2026-07-29T23:12:00,OP-100,MAT-8809,NORMAL,
8261,M08261,M,299.3,307.5,1380,54.7,52,0,0,0,0,0,0,LINE1-M02,2026-07-29T23:18:00,OP-103,MAT-8813,NORMAL,
8262,H08262,H,301.3,311.7,1457,35.3,57,0,0,0,0,0,0,LINE1-M02,2026-07-29T23:22:00,OP-105,MAT-8805,NORMAL,
8263,L08263,L,296.9,308.0,1448,42.9,59,0,0,0,0,0,0,LINE1-M01,2026-07-29T23:24:00,OP-108,MAT-8805,NORMAL,
8264,M08264,M,298.3,309.2,1663,26.9,62,0,0,0,0,0,0,LINE1-M01,2026-07-29T23:28:00,OP-111,MAT-8802,NORMAL,
8265,L08265,L,298.8,308.2,1252,40.4,64,0,0,0,0,0,0,LINE2-M01,2026-07-29T23:32:00,OP-103,MAT-8807,NORMAL,
8266,H08266,H,302.9,314.9,2031,35.1,69,0,0,0,0,0,0,LINE3-M02,2026-07-29T23:38:00,OP-102,MAT-8814,NORMAL,
8267,M08267,M,299.8,308.9,1303,37.7,72,0,0,0,0,0,0,LINE1-M02,2026-07-29T23:43:00,OP-109,MAT-8801,NORMAL,
8268,L08268,L,296.1,306.3,1350,42.6,74,0,0,0,0,0,0,LINE3-M01,2026-07-29T23:45:00,OP-106,MAT-8807,NORMAL,
8269,L08269,L,297.5,307.4,1483,40.3,76,0,0,0,0,0,0,LINE3-M02,2026-07-29T23:50:00,OP-101,MAT-8808,NORMAL,
8270,M08270,M,301.0,311.1,1326,38.3,79,0,0,0,0,0,0,LINE1-M02,2026-07-29T23:55:00,OP-111,MAT-8818,NORMAL,
8271,L08271,L,299.5,307.9,1799,23.1,81,0,0,0,0,0,0,LINE1-M01,2026-07-30T00:01:00,OP-106,MAT-8815,NORMAL,
8272,M08272,M,299.3,308.7,1713,58.1,84,1,0,0,1,0,0,LINE1-M02,2026-07-30T00:05:00,OP-107,MAT-8813,FAILURE,PWF
8273,L08273,L,302.9,311.6,1196,46.0,86,0,0,0,0,0,0,LINE2-M01,2026-07-30T00:09:00,OP-100,MAT-8815,NORMAL,
8274,M08274,M,297.6,308.0,1624,49.9,89,0,0,0,0,0,0,LINE2-M02,2026-07-30T00:14:00,OP-106,MAT-8808,NORMAL,
8275,H08275,H,301.1,309.2,1543,30.8,94,0,0,0,0,0,0,LINE3-M01,2026-07-30T00:18:00,OP-103,MAT-8808,NORMAL,
8276,M08276,M,300.3,312.6,1652,41.1,97,0,0,0,0,0,0,LINE3-M01,2026-07-30T00:23:00,OP-100,MAT-8804,NORMAL,
8277,L08277,L,299.5,310.0,1460,54.3,99,0,0,0,0,0,0,LINE2-M02,2026-07-30T00:27:00,OP-103,MAT-8802,NORMAL,
8278,H08278,H,299.5,308.9,1293,51.8,104,0,0,0,0,0,0,LINE3-M02,2026-07-30T00:31:00,OP-102,MAT-8815,NORMAL,
8279,H08279,H,301.8,313.4,1350,42.4,109,0,0,0,0,0,0,LINE1-M01,2026-07-30T00:33:00,OP-104,MAT-8807,NORMAL,
8280,L08280,L,299.8,307.5,1333,51.8,111,1,0,1,0,0,0,LINE2-M02,2026-07-30T00:36:00,OP-108,MAT-8811,FAILURE,HDF
8281,M08281,M,297.6,307.2,1398,32.6,114,0,0,0,0,0,0,LINE2-M02,2026-07-30T00:42:00,OP-108,MAT-8819,NORMAL,
8282,L08282,L,300.6,311.9,1246,46.8,116,0,0,0,0,0,0,LINE2-M01,2026-07-30T00:44:00,OP-109,MAT-8816,NORMAL,
8283,M08283,M,301.3,313.0,1823,41.1,119,0,0,0,0,0,0,LINE2-M01,2026-07-30T00:47:00,OP-102,MAT-8810,NORMAL,
8284,M08284,M,300.2,309.8,1661,69.7,122,1,0,0,1,0,0,LINE1-M02,2026-07-30T00:50:00,OP-106,MAT-8801,FAILURE,PWF
8285,L08285,L,300.2,310.9,1741,30.8,124,0,0,0,0,0,0,LINE2-M02,2026-07-30T00:54:00,OP-102,MAT-8801,NORMAL,
8286,H08286,H,299.2,310.8,1214,38.6,129,0,0,0,0,0,0,LINE3-M02,2026-07-30T01:00:00,OP-100,MAT-8801,NORMAL,
8287,H08287,H,299.4,308.6,1168,37.4,134,0,0,0,0,0,0,LINE2-M01,2026-07-30T01:03:00,OP-106,MAT-8803,NORMAL,
8288,H08288,H,299.6,310.1,1538,24.6,139,0,0,0,0,0,0,LINE1-M02,2026-07-30T01:06:00,OP-105,MAT-8802,NORMAL,
8289,M08289,M,301.1,310.1,1376,44.1,142,0,0,0,0,0,0,LINE3-M02,2026-07-30T01:11:00,OP-111,MAT-8817,NORMAL,
8290,M08290,M,300.0,310.4,1941,39.7,145,0,0,0,0,0,0,LINE1-M01,2026-07-30T01:15:00,OP-107,MAT-8807,NORMAL,
8291,L08291,L,299.4,310.4,1168,48.8,147,0,0,0,0,0,0,LINE3-M02,2026-07-30T01:19:00,OP-103,MAT-8802,NORMAL,
8292,M08292,M,304.5,313.9,1602,31.3,150,0,0,0,0,0,0,LINE3-M02,2026-07-30T01:21:00,OP-100,MAT-8809,NORMAL,
8293,H08293,H,301.7,311.2,1589,45.0,155,0,0,0,0,0,0,LINE3-M02,2026-07-30T01:23:00,OP-108,MAT-8814,NORMAL,
8294,L08294,L,299.6,310.3,1397,44.0,157,0,0,0,0,0,0,LINE2-M01,2026-07-30T01:26:00,OP-105,MAT-8802,NORMAL,
8295,M08295,M,298.0,307.0,1403,32.9,160,0,0,0,0,0,0,LINE2-M01,2026-07-30T01:32:00,OP-102,MAT-8814,NORMAL,
8296,H08296,H,297.8,307.0,1566,36.5,165,0,0,0,0,0,0,LINE2-M02,2026-07-30T01:34:00,OP-101,MAT-8813,NORMAL,
8297,H08297,H,300.5,309.1,1379,32.5,170,0,0,0,0,0,0,LINE1-M02,2026-07-30T01:40:00,OP-105,MAT-8809,NORMAL,
8298,L08298,L,300.5,311.6,1268,31.0,172,0,0,0,0,0,0,LINE1-M02,2026-07-30T01:43:00,OP-102,MAT-8803,NORMAL,
8299,L08299,L,300.1,310.0,1732,32.7,174,0,0,0,0,0,0,LINE2-M02,2026-07-30T01:46:00,OP-104,MAT-8812,NORMAL,
8300,L08300,L,300.3,313.1,1217,48.3,176,0,0,0,0,0,0,LINE1-M02,2026-07-30T01:51:00,OP-105,MAT-8802,NORMAL,
8301,H08301,H,302.8,312.5,1709,44.7,181,0,0,0,0,0,0,LINE2-M02,2026-07-30T01:57:00,OP-108,MAT-8800,NORMAL,
8302,L08302,L,300.0,309.3,1403,42.4,183,0,0,0,0,0,0,LINE3-M02,2026-07-30T02:02:00,OP-107,MAT-8819,NORMAL,
8303,M08303,M,300.8,309.9,1358,45.5,186,0,0,0,0,0,0,LINE3-M02,2026-07-30T02:05:00,OP-111,MAT-8819,NORMAL,
8304,M08304,M,298.0,309.7,1803,41.1,189,0,0,0,0,0,0,LINE1-M01,2026-07-30T02:08:00,OP-105,MAT-8805,NORMAL,
8305,L08305,L,299.2,308.8,1222,38.5,191,0,0,0,0,0,0,LINE2-M02,2026-07-30T02:10:00,OP-108,MAT-8802,NORMAL,
8306,H08306,H,297.5,307.4,1734,36.4,196,0,0,0,0,0,0,LINE3-M01,2026-07-30T02:16:00,OP-103,MAT-8802,NORMAL,
8307,M08307,M,300.2,309.5,1168,56.1,199,0,0,0,0,0,0,LINE3-M01,2026-07-30T02:20:00,OP-103,MAT-8810,NORMAL,
8308,M08308,M,299.2,309.9,1168,35.0,202,0,0,0,0,0,0,LINE1-M02,2026-07-30T02:22:00,OP-101,MAT-8814,NORMAL,
8309,L08309,L,304.8,315.7,1994,48.4,204,1,1,0,1,0,0,LINE1-M01,2026-07-30T02:24:00,OP-110,MAT-8800,FAILURE,"TWF,PWF"
8310,L08310,L,296.6,309.7,1263,58.6,206,1,1,0,0,1,0,LINE1-M01,2026-07-30T02:27:00,OP-108,MAT-8817,FAILURE,"TWF,OSF"
8311,L08311,L,302.2,313.0,1567,37.8,208,0,0,0,0,0,0,LINE3-M01,2026-07-30T02:31:00,OP-101,MAT-8819,NORMAL,
8312,M08312,M,304.3,312.9,1506,30.4,211,1,1,0,0,0,0,LINE2-M01,2026-07-30T02:35:00,OP-108,MAT-8810,FAILURE,TWF
8313,L08313,L,303.4,314.0,1677,34.1,213,0,0,0,0,0,0,LINE3-M02,2026-07-30T02:37:00,OP-107,MAT-8810,NORMAL,
8314,H08314,H,298.8,308.3,1882,37.2,218,1,1,0,0,0,0,LINE1-M01,2026-07-30T02:41:00,OP-105,MAT-8807,FAILURE,TWF
8315,H08315,H,298.8,307.6,1321,52.1,223,0,0,0,0,0,0,LINE1-M01,2026-07-30T02:44:00,OP-105,MAT-8819,NORMAL,
8316,M08316,M,298.3,307.8,1817,35.0,226,0,0,0,0,0,0,LINE2-M01,2026-07-30T02:47:00,OP-111,MAT-8808,NORMAL,
8317,L08317,L,297.9,308.1,1168,43.1,228,1,1,0,0,0,0,LINE1-M02,2026-07-30T02:53:00,OP-105,MAT-8805,FAILURE,TWF
8318,M08318,M,299.6,309.8,1441,33.6,231,1,1,0,0,0,0,LINE2-M01,2026-07-30T02:59:00,OP-110,MAT-8808,FAILURE,TWF
8319,M08319,M,303.4,312.6,1714,46.7,234,0,0,0,0,0,0,LINE1-M02,2026-07-30T03:03:00,OP-111,MAT-8808,NORMAL,
8320,H08320,H,302.8,312.8,1221,30.4,239,1,1,0,0,0,0,LINE2-M01,2026-07-30T03:08:00,OP-107,MAT-8804,FAILURE,TWF
8321,H08321,H,304.1,313.0,1645,47.5,0,0,0,0,0,0,0,LINE3-M02,2026-07-30T03:11:00,OP-105,MAT-8810,NORMAL,
8322,L08322,L,300.1,310.4,1615,38.0,2,0,0,0,0,0,0,LINE1-M01,2026-07-30T03:13:00,OP-111,MAT-8811,NORMAL,
8323,M08323,M,297.2,306.6,1188,34.0,5,0,0,0,0,0,0,LINE1-M01,2026-07-30T03:15:00,OP-109,MAT-8805,NORMAL,
8324,L08324,L,297.9,308.1,1168,58.3,7,0,0,0,0,0,0,LINE2-M02,2026-07-30T03:18:00,OP-104,MAT-8811,NORMAL,
8325,L08325,L,300.1,308.7,1568,36.3,9,0,0,0,0,0,0,LINE2-M02,2026-07-30T03:20:00,OP-109,MAT-8810,NORMAL,
8326,M08326,M,303.1,312.0,1598,56.8,12,1,0,0,1,0,0,LINE1-M02,2026-07-30T03:24:00,OP-106,MAT-8809,FAILURE,PWF
8327,L08327,L,297.6,307.1,1668,29.1,14,0,0,0,0,0,0,LINE1-M01,2026-07-30T03:26:00,OP-108,MAT-8816,NORMAL,
8328,L08328,L,302.5,312.9,1935,38.6,16,0,0,0,0,0,0,LINE3-M02,2026-07-30T03:29:00,OP-104,MAT-8810,NORMAL,
8329,M08329,M,302.1,312.1,1387,43.3,19,0,0,0,0,0,0,LINE3-M01,2026-07-30T03:32:00,OP-108,MAT-8800,NORMAL,
8330,L08330,L,298.0,309.0,1189,35.3,21,0,0,0,0,0,0,LINE1-M01,2026-07-30T03:36:00,OP-100,MAT-8802,NORMAL,
8331,M08331,M,297.2,306.2,1533,52.8,24,0,0,0,0,0,0,LINE2-M02,2026-07-30T03:42:00,OP-109,MAT-8801,NORMAL,
8332,L08332,L,299.6,308.3,1399,50.7,26,0,0,0,0,0,0,LINE2-M02,2026-07-30T03:48:00,OP-104,MAT-8804,NORMAL,
8333,H08333,H,301.6,312.3,1172,43.5,31,0,0,0,0,0,0,LINE3-M01,2026-07-30T03:53:00,OP-111,MAT-8816,NORMAL,
8334,M08334,M,299.8,310.0,1765,54.5,34,1,0,0,1,0,0,LINE1-M02,2026-07-30T03:59:00,OP-108,MAT-8810,FAILURE,PWF
8335,H08335,H,302.2,314.2,1295,35.5,39,0,0,0,0,0,0,LINE2-M01,2026-07-30T04:01:00,OP-110,MAT-8812,NORMAL,
8336,L08336,L,300.9,312.7,1545,38.5,41,0,0,0,0,0,0,LINE1-M02,2026-07-30T04:07:00,OP-107,MAT-8810,NORMAL,
8337,L08337,L,296.0,307.7,1478,63.1,43,1,0,0,1,0,0,LINE2-M02,2026-07-30T04:11:00,OP-107,MAT-8811,FAILURE,PWF
8338,M08338,M,300.4,310.6,1627,33.2,46,0,0,0,0,0,0,LINE3-M01,2026-07-30T04:13:00,OP-102,MAT-8800,NORMAL,
8339,M08339,M,299.4,307.6,1793,29.2,49,0,0,0,0,0,0,LINE2-M02,2026-07-30T04:15:00,OP-111,MAT-8802,NORMAL,
8340,L08340,L,299.0,309.3,1445,38.7,51,0,0,0,0,0,0,LINE3-M01,2026-07-30T04:18:00,OP-105,MAT-8801,NORMAL,
8341,M08341,M,301.6,311.9,1638,42.5,54,0,0,0,0,0,0,LINE2-M01,2026-07-30T04:22:00,OP-102,MAT-8805,NORMAL,
8342,L08342,L,295.2,306.1,1229,41.7,56,0,0,0,0,0,0,LINE1-M02,2026-07-30T04:24:00,OP-105,MAT-8809,NORMAL,
8343,L08343,L,303.0,314.8,1921,29.0,58,0,0,0,0,0,0,LINE1-M01,2026-07-30T04:30:00,OP-100,MAT-8819,NORMAL,
8344,M08344,M,304.5,316.5,1625,35.0,61,0,0,0,0,0,0,LINE2-M01,2026-07-30T04:33:00,OP-110,MAT-8819,NORMAL,
8345,H08345,H,296.5,305.4,1168,40.1,66,0,0,0,0,0,0,LINE2-M02,2026-07-30T04:37:00,OP-102,MAT-8814,NORMAL,
8346,L08346,L,299.4,309.3,1201,27.1,68,1,0,0,1,0,0,LINE3-M02,2026-07-30T04:40:00,OP-108,MAT-8809,FAILURE,PWF
8347,L08347,L,302.7,310.7,1313,52.6,70,1,0,1,0,0,0,LINE1-M01,2026-07-30T04:43:00,OP-111,MAT-8814,FAILURE,HDF
8348,L08348,L,298.4,307.7,1541,41.5,72,0,0,0,0,0,0,LINE3-M02,2026-07-30T04:48:00,OP-110,MAT-8815,NORMAL,
8349,M08349,M,303.0,311.9,1529,32.9,75,0,0,0,0,0,0,LINE3-M02,2026-07-30T04:52:00,OP-110,MAT-8813,NORMAL,
8350,L08350,L,297.7,308.4,1206,45.1,77,0,0,0,0,0,0,LINE3-M02,2026-07-30T04:54:00,OP-104,MAT-8810,NORMAL,
