UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,machine_id,timestamp,operator_id,material_lot
522,M00522,M,298.0,307.7,1521,36.1,62,0,0,0,0,0,0,LINE2-M01,2026-06-02T17:26:00,OP-103,MAT-8809
523,M00523,M,298.4,309.1,1702,41.6,65,0,0,0,0,0,0,LINE1-M02,2026-06-02T17:28:00,OP-105,MAT-8815
524,H00524,H,300.7,309.5,1301,39.2,70,0,0,0,0,0,0,LINE1-M01,2026-06-02T17:33:00,OP-109,MAT-8819
525,L00525,L,297.9,309.8,1168,44.6,72,0,0,0,0,0,0,LINE3-M02,2026-06-02T17:39:00,OP-105,MAT-8815
526,H00526,H,302.5,312.1,1197,45.6,77,0,0,0,0,0,0,LINE2-M01,2026-06-02T17:44:00,OP-104,MAT-8800
527,L00527,L,300.4,309.6,1642,36.5,79,0,0,0,0,0,0,LINE2-M01,2026-06-02T17:48:00,OP-111,MAT-8815
528,H00528,H,296.8,307.7,1609,50.1,84,0,0,0,0,0,0,LINE1-M01,2026-06-02T17:54:00,OP-108,MAT-8811
529,L00529,L,298.2,307.5,1795,52.0,86,1,0,0,1,0,0,LINE3-M02,2026-06-02T17:57:00,OP-106,MAT-8807
530,M00530,M,299.8,306.6,1505,36.8,89,0,0,0,0,0,0,LINE2-M02,2026-06-02T18:03:00,OP-103,MAT-8802
531,M00531,M,298.2,309.6,1560,40.9,92,0,0,0,0,0,0,LINE2-M02,2026-06-02T18:08:00,OP-103,MAT-8810
532,H00532,H,302.7,312.9,1762,27.0,97,0,0,0,0,0,0,LINE2-M02,2026-06-02T18:10:00,OP-102,MAT-8814
533,L00533,L,299.4,308.8,1484,42.9,99,0,0,0,0,0,0,LINE2-M02,2026-06-02T18:14:00,OP-107,MAT-8811
534,L00534,L,299.8,310.8,1396,20.9,101,1,0,0,1,0,0,LINE1-M02,2026-06-02T18:17:00,OP-106,MAT-8802
535,M00535,M,298.4,308.0,1303,44.8,104,0,0,0,0,0,0,LINE2-M02,2026-06-02T18:20:00,OP-103,MAT-8801
536,M00536,M,301.6,311.0,1520,38.1,107,0,0,0,0,0,0,LINE2-M02,2026-06-02T18:23:00,OP-110,MAT-8809
537,L00537,L,304.2,313.2,1507,44.1,109,0,0,0,0,0,0,LINE3-M01,2026-06-02T18:29:00,OP-104,MAT-8815
538,M00538,M,298.0,306.9,1690,30.9,112,0,0,0,0,0,0,LINE1-M01,2026-06-02T18:32:00,OP-110,MAT-8813
539,L00539,L,302.4,314.7,1361,28.4,114,0,0,0,0,0,0,LINE1-M01,2026-06-02T18:37:00,OP-100,MAT-8818
540,M00540,M,298.7,307.2,2066,46.4,117,1,0,0,1,0,0,LINE1-M02,2026-06-02T18:40:00,OP-101,MAT-8819
541,M00541,M,298.4,309.8,1275,63.4,120,0,0,0,0,0,0,LINE1-M02,2026-06-02T18:42:00,OP-103,MAT-8810
542,M00542,M,300.9,310.7,1851,39.4,123,0,0,0,0,0,0,LINE3-M01,2026-06-02T18:47:00,OP-100,MAT-8812
543,M00543,M,297.9,309.1,1194,58.7,126,0,0,0,0,0,0,LINE3-M02,2026-06-02T18:52:00,OP-108,MAT-8815
544,L00544,L,301.6,309.5,1168,53.1,128,1,0,1,0,0,0,LINE2-M01,2026-06-02T18:57:00,OP-101,MAT-8816
545,L00545,L,300.2,308.1,1580,29.6,130,0,0,0,0,0,0,LINE3-M02,2026-06-02T18:59:00,OP-109,MAT-8807
546,L00546,L,300.6,310.6,1344,63.4,132,0,0,0,0,0,0,LINE1-M02,2026-06-02T19:04:00,OP-108,MAT-8804
547,H00547,H,300.3,310.8,1977,30.8,137,0,0,0,0,0,0,LINE3-M01,2026-06-02T19:06:00,OP-100,MAT-8804
548,H00548,H,298.3,307.8,1482,40.9,142,0,0,0,0,0,0,LINE1-M02,2026-06-02T19:08:00,OP-110,MAT-8815
549,L00549,L,304.3,315.5,1513,50.2,144,0,0,0,0,0,0,LINE3-M01,2026-06-02T19:11:00,OP-100,MAT-8806
550,L00550,L,304.0,314.3,1316,44.4,146,0,0,0,0,0,0,LINE2-M02,2026-06-02T19:13:00,OP-105,MAT-8801
551,L00551,L,299.6,308.5,1387,42.6,148,0,0,0,0,0,0,LINE1-M01,2026-06-02T19:17:00,OP-108,MAT-8803
552,L00552,L,297.1,307.1,1881,30.4,150,0,0,0,0,0,0,LINE3-M01,2026-06-02T19:23:00,OP-109,MAT-8805
553,M00553,M,300.4,310.3,1168,17.3,153,1,0,0,1,0,0,LINE2-M02,2026-06-02T19:29:00,OP-111,MAT-8813
554,H00554,H,300.8,310.3,1199,53.9,158,0,0,0,0,0,0,LINE2-M02,2026-06-02T19:35:00,OP-105,MAT-8817
555,H00555,H,298.7,308.3,1885,28.6,163,0,0,0,0,0,0,LINE3-M01,2026-06-02T19:39:00,OP-109,MAT-8817
556,L00556,L,299.6,308.2,1577,41.6,165,0,0,0,0,0,0,LINE2-M02,2026-06-02T19:43:00,OP-106,MAT-8800
557,H00557,H,300.7,311.9,1752,32.4,170,0,0,0,0,0,0,LINE1-M02,2026-06-02T19:47:00,OP-103,MAT-8806
558,H00558,H,295.1,303.6,1502,41.2,175,0,0,0,0,0,0,LINE3-M01,2026-06-02T19:51:00,OP-101,MAT-8801
559,M00559,M,297.4,307.7,1562,33.4,178,0,0,0,0,0,0,LINE1-M01,2026-06-02T19:57:00,OP-104,MAT-8809
560,H00560,H,295.6,306.3,1537,33.4,183,0,0,0,0,0,0,LINE3-M02,2026-06-02T19:59:00,OP-107,MAT-8805
561,L00561,L,300.6,308.1,1168,39.3,185,1,0,1,0,0,0,LINE3-M02,2026-06-02T20:01:00,OP-100,MAT-8818
562,L00562,L,300.1,309.7,1458,40.4,187,0,0,0,0,0,0,LINE1-M01,2026-06-02T20:03:00,OP-110,MAT-8812
563,H00563,H,304.2,314.8,1168,50.9,192,0,0,0,0,0,0,LINE2-M01,2026-06-02T20:06:00,OP-102,MAT-8801
564,H00564,H,301.3,312.0,1168,47.6,197,0,0,0,0,0,0,LINE1-M02,2026-06-02T20:08:00,OP-104,MAT-8812
565,M00565,M,302.0,309.9,1585,53.2,200,0,0,0,0,0,0,LINE3-M02,2026-06-02T20:10:00,OP-104,MAT-8802
566,L00566,L,301.9,313.7,1555,40.1,202,0,0,0,0,0,0,LINE2-M01,2026-06-02T20:13:00,OP-107,MAT-8812
567,L00567,L,301.2,312.2,1168,69.1,204,1,0,0,0,1,0,LINE1-M01,2026-06-02T20:16:00,OP-104,MAT-8813
568,M00568,M,302.0,312.4,1916,25.5,207,0,0,0,0,0,0,LINE2-M02,2026-06-02T20:19:00,OP-109,MAT-8800
569,L00569,L,296.9,305.2,1348,52.0,209,1,0,1,0,0,0,LINE3-M01,2026-06-02T20:24:00,OP-107,MAT-8801
570,L00570,L,298.5,308.5,1640,46.7,211,0,0,0,0,0,0,LINE3-M01,2026-06-02T20:27:00,OP-104,MAT-8800
571,L00571,L,300.3,310.3,2092,27.0,213,1,1,0,0,0,0,LINE2-M01,2026-06-02T20:29:00,OP-111,MAT-8817
572,M00572,M,296.5,308.4,1495,30.0,216,1,1,0,0,0,0,LINE3-M01,2026-06-02T20:34:00,OP-104,MAT-8805
573,L00573,L,296.3,305.2,1692,57.0,218,1,1,0,1,1,0,LINE3-M02,2026-06-02T20:39:00,OP-110,MAT-8811
574,L00574,L,298.9,309.6,1350,40.8,220,1,1,0,0,0,0,LINE2-M02,2026-06-02T20:41:00,OP-109,MAT-8817
575,M00575,M,301.3,312.1,1409,65.1,223,1,0,0,1,1,0,LINE3-M02,2026-06-02T20:44:00,OP-105,MAT-8815
576,L00576,L,298.1,308.7,1304,24.2,225,1,1,0,1,0,0,LINE2-M01,2026-06-02T20:50:00,OP-110,MAT-8808
577,L00577,L,301.3,311.4,1480,27.2,227,1,1,0,0,0,0,LINE2-M02,2026-06-02T20:53:00,OP-110,MAT-8804
578,L00578,L,299.3,308.7,1168,51.2,229,1,0,0,0,1,0,LINE3-M01,2026-06-02T20:56:00,OP-106,MAT-8809
579,H00579,H,302.5,312.9,1782,33.4,234,0,0,0,0,0,0,LINE3-M01,2026-06-02T21:00:00,OP-106,MAT-8804
580,L00580,L,299.2,308.8,1317,54.2,236,1,1,0,0,1,0,LINE1-M02,2026-06-02T21:02:00,OP-102,MAT-8800
581,L00581,L,298.5,308.7,1203,43.3,238,0,0,0,0,0,0,LINE1-M01,2026-06-02T21:05:00,OP-102,MAT-8800
582,L00582,L,296.8,308.3,1687,46.4,240,1,1,0,0,1,0,LINE1-M01,2026-06-02T21:11:00,OP-110,MAT-8800
583,L00583,L,299.8,310.8,2049,43.1,0,1,0,0,1,0,0,LINE2-M02,2026-06-02T21:14:00,OP-107,MAT-8804
584,M00584,M,299.2,308.9,1446,51.3,3,0,0,0,0,0,0,LINE3-M01,2026-06-02T21:17:00,OP-103,MAT-8802
585,L00585,L,299.1,308.7,1544,51.2,5,0,0,0,0,0,0,LINE3-M02,2026-06-02T21:22:00,OP-107,MAT-8807
586,H00586,H,300.0,309.4,1219,44.2,10,0,0,0,0,0,0,LINE3-M02,2026-06-02T21:27:00,OP-106,MAT-8819
587,M00587,M,299.6,310.0,1622,46.4,13,0,0,0,0,0,0,LINE3-M01,2026-06-02T21:29:00,OP-107,MAT-8814
588,L00588,L,299.9,310.4,1740,46.2,15,0,0,0,0,0,0,LINE3-M02,2026-06-02T21:31:00,OP-108,MAT-8801
589,L00589,L,302.6,313.4,1325,27.2,17,0,0,0,0,0,0,LINE2-M01,2026-06-02T21:35:00,OP-106,MAT-8809
590,H00590,H,300.9,311.3,1187,53.0,22,0,0,0,0,0,0,LINE3-M02,2026-06-02T21:40:00,OP-101,MAT-8816
591,L00591,L,299.8,310.3,1369,39.2,24,0,0,0,0,0,0,LINE1-M02,2026-06-02T21:46:00,OP-106,MAT-8810
592,H00592,H,300.4,309.6,1888,27.8,29,0,0,0,0,0,0,LINE2-M01,2026-06-02T21:49:00,OP-104,MAT-8810
593,H00593,H,298.9,309.3,1526,41.2,34,0,0,0,0,0,0,LINE3-M02,2026-06-02T21:54:00,OP-101,MAT-8816
594,L00594,L,297.7,308.4,1501,29.4,36,0,0,0,0,0,0,LINE2-M02,2026-06-02T21:57:00,OP-100,MAT-8805
595,H00595,H,302.4,311.1,1680,44.5,41,0,0,0,0,0,0,LINE1-M01,2026-06-02T22:00:00,OP-106,MAT-8809
596,M00596,M,298.5,308.7,1734,53.0,44,1,0,0,1,0,0,LINE1-M01,2026-06-02T22:03:00,OP-103,MAT-8800
597,M00597,M,302.4,312.3,1168,38.7,47,0,0,0,0,0,0,LINE1-M01,2026-06-02T22:08:00,OP-109,MAT-8815
598,M00598,M,302.9,311.1,1630,19.6,50,1,0,0,1,0,0,LINE3-M02,2026-06-02T22:11:00,OP-109,MAT-8817
599,M00599,M,302.4,313.5,1689,35.3,53,0,0,0,0,0,0,LINE2-M02,2026-06-02T22:17:00,OP-101,MAT-8801
600,M00600,M,297.8,306.6,1559,33.7,56,0,0,0,0,0,0,LINE3-M01,2026-06-02T22:23:00,OP-107,MAT-8818
601,L00601,L,302.0,311.3,1537,36.7,58,0,0,0,0,0,0,LINE2-M01,2026-06-02T22:27:00,OP-106,MAT-8817
602,L00602,L,297.4,307.5,1401,28.2,60,0,0,0,0,0,0,LINE2-M02,2026-06-02T22:31:00,OP-108,MAT-8806
603,M00603,M,299.6,309.5,1636,55.9,63,1,0,0,1,0,0,LINE1-M02,2026-06-02T22:37:00,OP-111,MAT-8819
604,H00604,H,298.3,308.7,1631,44.4,68,0,0,0,0,0,0,LINE3-M02,2026-06-02T22:43:00,OP-108,MAT-8815
605,H00605,H,301.6,311.5,1473,38.6,73,0,0,0,0,0,0,LINE1-M01,2026-06-02T22:47:00,OP-101,MAT-8800
606,H00606,H,300.3,309.4,1168,43.7,78,0,0,0,0,0,0,LINE2-M02,2026-06-02T22:53:00,OP-100,MAT-8810
607,L00607,L,300.3,310.0,1512,47.3,80,0,0,0,0,0,0,LINE3-M02,2026-06-02T22:56:00,OP-104,MAT-8802
608,L00608,L,300.3,310.1,1301,49.3,82,0,0,0,0,0,0,LINE3-M02,2026-06-02T22:58:00,OP-105,MAT-8812
609,H00609,H,302.5,312.1,1192,22.8,87,1,0,0,1,0,0,LINE2-M02,2026-06-02T23:02:00,OP-107,MAT-8801
610,M00610,M,299.8,309.8,1324,41.8,90,0,0,0,0,0,0,LINE3-M01,2026-06-02T23:07:00,OP-108,MAT-8809
611,H00611,H,298.4,309.2,1743,38.2,95,0,0,0,0,0,0,LINE3-M02,2026-06-02T23:10:00,OP-105,MAT-8802
612,L00612,L,302.3,312.4,1733,36.9,97,0,0,0,0,0,0,LINE1-M02,2026-06-02T23:16:00,OP-102,MAT-8819
613,L00613,L,297.9,307.1,1521,26.6,99,0,0,0,0,0,0,LINE3-M01,2026-06-02T23:20:00,OP-104,MAT-8813
614,L00614,L,300.8,310.8,1633,46.9,101,0,0,0,0,0,0,LINE1-M02,2026-06-02T23:24:00,OP-102,MAT-8803
615,H00615,H,299.7,309.4,1168,30.9,106,0,0,0,0,0,0,LINE3-M01,2026-06-02T23:29:00,OP-107,MAT-8816
616,H00616,H,298.0,309.0,1285,28.8,111,0,0,0,0,0,0,LINE2-M02,2026-06-02T23:35:00,OP-102,MAT-8803
617,L00617,L,303.1,313.2,1168,33.7,113,0,0,0,0,0,0,LINE2-M01,2026-06-02T23:40:00,OP-100,MAT-8809
618,H00618,H,299.3,310.9,1865,44.6,118,0,0,0,0,0,0,LINE1-M01,2026-06-02T23:45:00,OP-108,MAT-8809
619,M00619,M,301.3,312.1,1249,46.2,121,0,0,0,0,0,0,LINE1-M01,2026-06-02T23:49:00,OP-104,MAT-8808
620,M00620,M,298.8,308.2,1630,49.6,124,0,0,0,0,0,0,LINE1-M02,2026-06-02T23:52:00,OP-101,MAT-8800
621,H00621,H,300.8,310.3,1909,31.1,129,0,0,0,0,0,0,LINE2-M02,2026-06-02T23:58:00,OP-102,MAT-8809
622,M00622,M,298.4,310.5,1930,38.7,132,0,0,0,0,0,0,LINE3-M02,2026-06-03T00:02:00,OP-100,MAT-8804
623,H00623,H,299.6,309.1,1610,24.9,137,0,0,0,0,0,0,LINE1-M02,2026-06-03T00:04:00,OP-106,MAT-8805
624,H00624,H,301.0,312.9,1385,25.8,142,0,0,0,0,0,0,LINE3-M02,2026-06-03T00:09:00,OP-104,MAT-8810
625,L00625,L,302.4,314.1,1178,56.6,144,0,0,0,0,0,0,LINE3-M01,2026-06-03T00:14:00,OP-101,MAT-8814
626,L00626,L,295.6,303.3,1524,16.4,146,1,0,0,1,0,0,LINE2-M01,2026-06-03T00:19:00,OP-103,MAT-8804
627,L00627,L,297.8,308.9,1519,34.1,148,0,0,0,0,0,0,LINE2-M01,2026-06-03T00:24:00,OP-101,MAT-8815
628,L00628,L,297.1,307.3,1191,45.0,150,0,0,0,0,0,0,LINE3-M01,2026-06-03T00:28:00,OP-108,MAT-8803
629,L00629,L,299.3,308.6,1530,56.3,152,1,0,0,1,0,0,LINE2-M02,2026-06-03T00:30:00,OP-106,MAT-8818
630,H00630,H,298.1,309.2,1384,45.2,157,0,0,0,0,0,0,LINE3-M02,2026-06-03T00:33:00,OP-106,MAT-8818
631,L00631,L,301.9,312.1,1184,40.6,159,0,0,0,0,0,0,LINE3-M02,2026-06-03T00:35:00,OP-101,MAT-8818
632,L00632,L,297.8,308.7,1678,42.8,161,0,0,0,0,0,0,LINE2-M02,2026-06-03T00:38:00,OP-101,MAT-8819
633,H00633,H,303.0,313.4,1232,52.8,166,0,0,0,0,0,0,LINE2-M01,2026-06-03T00:42:00,OP-101,MAT-8806
634,H00634,H,296.7,307.7,1436,41.1,171,0,0,0,0,0,0,LINE1-M01,2026-06-03T00:44:00,OP-107,MAT-8817
635,L00635,L,303.3,312.4,1919,33.4,173,0,0,0,0,0,0,LINE2-M02,2026-06-03T00:48:00,OP-106,MAT-8811
636,L00636,L,297.7,308.4,1407,31.5,175,1,0,0,0,0,1,LINE2-M01,2026-06-03T00:51:00,OP-105,MAT-8817
637,L00637,L,299.8,310.3,1766,37.3,177,0,0,0,0,0,0,LINE2-M02,2026-06-03T00:54:00,OP-110,MAT-8810
638,M00638,M,302.3,313.5,1168,46.9,180,0,0,0,0,0,0,LINE2-M01,2026-06-03T00:57:00,OP-103,MAT-8817
639,H00639,H,301.5,310.3,1730,50.3,185,1,0,0,1,0,0,LINE3-M01,2026-06-03T01:01:00,OP-102,MAT-8800
640,L00640,L,301.6,312.0,1259,34.5,187,0,0,0,0,0,0,LINE3-M02,2026-06-03T01:04:00,OP-107,MAT-8819
641,L00641,L,302.0,311.5,1168,57.7,189,0,0,0,0,0,0,LINE2-M02,2026-06-03T01:09:00,OP-103,MAT-8805
642,M00642,M,300.9,310.5,1433,33.8,192,0,0,0,0,0,0,LINE3-M02,2026-06-03T01:12:00,OP-106,MAT-8817
643,L00643,L,301.0,310.2,1903,42.5,194,0,0,0,0,0,0,LINE1-M02,2026-06-03T01:16:00,OP-111,MAT-8802
644,M00644,M,301.4,311.9,1524,41.8,197,0,0,0,0,0,0,LINE2-M01,2026-06-03T01:20:00,OP-108,MAT-8819
645,H00645,H,300.7,310.9,1168,44.6,202,0,0,0,0,0,0,LINE3-M02,2026-06-03T01:22:00,OP-109,MAT-8801
646,L00646,L,301.2,311.7,1379,40.7,204,0,0,0,0,0,0,LINE3-M02,2026-06-03T01:27:00,OP-106,MAT-8811
647,L00647,L,300.7,310.8,1443,42.4,206,0,0,0,0,0,0,LINE3-M02,2026-06-03T01:31:00,OP-100,MAT-8815
648,L00648,L,299.7,307.6,1256,35.3,208,1,1,1,0,0,0,LINE1-M02,2026-06-03T01:37:00,OP-107,MAT-8802
649,H00649,H,303.8,313.0,1168,37.9,213,0,0,0,0,0,0,LINE1-M01,2026-06-03T01:41:00,OP-109,MAT-8805
650,L00650,L,299.5,310.4,1705,28.8,215,0,0,0,0,0,0,LINE2-M01,2026-06-03T01:44:00,OP-107,MAT-8805
651,L00651,L,301.2,311.0,1512,37.2,217,0,0,0,0,0,0,LINE3-M01,2026-06-03T01:47:00,OP-107,MAT-8813
652,L00652,L,297.6,308.9,1320,33.1,219,1,1,0,0,0,0,LINE3-M02,2026-06-03T01:50:00,OP-100,MAT-8808
653,L00653,L,298.6,308.0,2212,34.6,221,0,0,0,0,0,0,LINE2-M02,2026-06-03T01:55:00,OP-102,MAT-8816
654,L00654,L,299.1,310.4,1168,30.5,223,0,0,0,0,0,0,LINE3-M01,2026-06-03T01:59:00,OP-101,MAT-8817
655,L00655,L,299.0,309.7,1199,41.5,225,1,1,0,0,0,0,LINE2-M02,2026-06-03T02:03:00,OP-104,MAT-8803
656,M00656,M,302.4,310.9,1296,45.8,228,1,1,1,0,0,0,LINE3-M01,2026-06-03T02:07:00,OP-105,MAT-8817
657,H00657,H,300.6,311.6,1171,52.6,233,1,1,0,0,0,0,LINE1-M02,2026-06-03T02:11:00,OP-104,MAT-8806
658,L00658,L,298.5,308.0,1399,32.2,235,1,1,0,0,0,0,LINE3-M01,2026-06-03T02:13:00,OP-101,MAT-8819
659,M00659,M,296.8,307.1,1675,34.4,238,0,0,0,0,0,0,LINE2-M02,2026-06-03T02:16:00,OP-107,MAT-8802
660,M00660,M,300.5,310.9,1734,39.2,0,0,0,0,0,0,0,LINE2-M01,2026-06-03T02:20:00,OP-101,MAT-8808
661,M00661,M,300.2,310.9,1706,28.2,3,0,0,0,0,0,0,LINE1-M02,2026-06-03T02:24:00,OP-101,MAT-8815
662,L00662,L,297.3,307.5,1341,50.6,5,0,0,0,0,0,0,LINE3-M02,2026-06-03T02:27:00,OP-103,MAT-8819
663,L00663,L,300.4,310.7,1278,52.3,7,0,0,0,0,0,0,LINE1-M02,2026-06-03T02:29:00,OP-107,MAT-8800
664,L00664,L,301.3,310.3,1168,39.4,9,0,0,0,0,0,0,LINE2-M01,2026-06-03T02:34:00,OP-111,MAT-8810
665,L00665,L,299.4,309.0,1583,54.0,11,0,0,0,0,0,0,LINE2-M02,2026-06-03T02:39:00,OP-106,MAT-8802
666,L00666,L,294.9,305.0,1755,52.9,13,1,0,0,1,0,0,LINE1-M02,2026-06-03T02:44:00,OP-105,MAT-8809
667,M00667,M,300.3,310.7,1710,36.6,16,0,0,0,0,0,0,LINE2-M01,2026-06-03T02:49:00,OP-102,MAT-8817
668,L00668,L,301.3,311.5,1298,31.0,18,0,0,0,0,0,0,LINE1-M02,2026-06-03T02:54:00,OP-107,MAT-8802
669,L00669,L,302.7,313.6,1586,41.7,20,0,0,0,0,0,0,LINE3-M01,2026-06-03T02:56:00,OP-107,MAT-8812
670,M00670,M,300.9,311.6,2053,41.3,23,0,0,0,0,0,0,LINE1-M01,2026-06-03T03:01:00,OP-105,MAT-8801
671,L00671,L,297.8,309.9,1358,48.6,25,0,0,0,0,0,0,LINE2-M01,2026-06-03T03:07:00,OP-111,MAT-8818
672,L00672,L,302.9,311.7,1561,50.1,27,0,0,0,0,0,0,LINE2-M01,2026-06-03T03:09:00,OP-103,MAT-8804
673,M00673,M,298.2,310.0,1323,58.0,30,0,0,0,0,0,0,LINE2-M01,2026-06-03T03:11:00,OP-109,MAT-8802
674,H00674,H,300.6,310.2,1887,37.4,35,0,0,0,0,0,0,LINE1-M02,2026-06-03T03:13:00,OP-105,MAT-8812
675,M00675,M,300.5,311.0,1708,42.0,38,0,0,0,0,0,0,LINE1-M01,2026-06-03T03:17:00,OP-109,MAT-8805
676,H00676,H,299.6,307.7,1857,47.9,43,1,0,0,1,0,0,LINE3-M02,2026-06-03T03:20:00,OP-108,MAT-8805
677,L00677,L,295.6,306.9,1432,43.7,45,0,0,0,0,0,0,LINE2-M01,2026-06-03T03:22:00,OP-100,MAT-8800
678,L00678,L,298.9,309.8,1319,16.0,47,1,0,0,1,0,0,LINE2-M02,2026-06-03T03:26:00,OP-111,MAT-8804
679,L00679,L,299.2,308.5,1468,55.3,49,0,0,0,0,0,0,LINE3-M01,2026-06-03T03:28:00,OP-111,MAT-8815
680,L00680,L,302.3,311.9,1476,38.1,51,0,0,0,0,0,0,LINE2-M01,2026-06-03T03:32:00,OP-108,MAT-8807
681,H00681,H,303.6,313.3,1454,35.3,56,0,0,0,0,0,0,LINE3-M01,2026-06-03T03:36:00,OP-107,MAT-8806
682,M00682,M,301.4,311.3,1168,39.0,59,0,0,0,0,0,0,LINE2-M01,2026-06-03T03:41:00,OP-102,MAT-8801
683,M00683,M,299.7,310.6,1229,68.5,62,0,0,0,0,0,0,LINE3-M02,2026-06-03T03:45:00,OP-100,MAT-8803
684,H00684,H,299.9,311.4,1679,39.7,67,0,0,0,0,0,0,LINE3-M01,2026-06-03T03:50:00,OP-101,MAT-8807
685,M00685,M,298.0,307.0,1462,34.0,70,0,0,0,0,0,0,LINE1-M01,2026-06-03T03:54:00,OP-105,MAT-8807
686,M00686,M,298.9,308.7,1773,48.7,73,1,0,0,1,0,0,LINE1-M02,2026-06-03T03:57:00,OP-109,MAT-8815
687,M00687,M,300.1,310.7,1847,32.4,76,0,0,0,0,0,0,LINE2-M01,2026-06-03T04:00:00,OP-110,MAT-8811
688,H00688,H,299.8,309.7,1901,30.8,81,0,0,0,0,0,0,LINE2-M01,2026-06-03T04:02:00,OP-101,MAT-8814
689,M00689,M,302.6,312.0,1417,29.4,84,0,0,0,0,0,0,LINE3-M01,2026-06-03T04:06:00,OP-110,MAT-8819
690,L00690,L,299.9,309.7,1622,39.7,86,0,0,0,0,0,0,LINE3-M02,2026-06-03T04:11:00,OP-103,MAT-8818
691,L00691,L,300.1,308.6,1719,60.2,88,1,0,0,1,0,0,LINE1-M02,2026-06-03T04:14:00,OP-106,MAT-8818
692,M00692,M,301.7,312.1,1311,25.7,91,0,0,0,0,0,0,LINE1-M02,2026-06-03T04:16:00,OP-111,MAT-8816
693,L00693,L,299.8,308.9,1712,35.4,93,0,0,0,0,0,0,LINE2-M02,2026-06-03T04:18:00,OP-103,MAT-8802
694,M00694,M,301.6,314.5,1734,43.1,96,0,0,0,0,0,0,LINE1-M02,2026-06-03T04:21:00,OP-104,MAT-8807
695,L00695,L,303.9,314.2,1699,29.4,98,0,0,0,0,0,0,LINE3-M01,2026-06-03T04:26:00,OP-107,MAT-8814
696,H00696,H,300.8,310.2,1575,55.3,103,1,0,0,1,0,0,LINE3-M02,2026-06-03T04:30:00,OP-111,MAT-8800
697,H00697,H,301.6,310.5,1583,54.6,108,1,0,0,1,0,0,LINE3-M01,2026-06-03T04:36:00,OP-110,MAT-8802
698,L00698,L,303.2,312.3,1458,53.0,110,0,0,0,0,0,0,LINE2-M02,2026-06-03T04:38:00,OP-107,MAT-8819
699,L00699,L,298.9,307.8,1672,60.5,112,1,0,0,1,0,0,LINE3-M01,2026-06-03T04:40:00,OP-102,MAT-8810
700,L00700,L,301.6,312.5,1451,38.0,114,0,0,0,0,0,0,LINE2-M02,2026-06-03T04:44:00,OP-108,MAT-8813
701,H00701,H,297.7,306.8,1943,36.8,119,0,0,0,0,0,0,LINE3-M01,2026-06-03T04:50:00,OP-107,MAT-8817
702,L00702,L,297.8,308.3,1630,26.2,121,0,0,0,0,0,0,LINE1-M02,2026-06-03T04:52:00,OP-101,MAT-8802
703,L00703,L,302.4,311.3,1168,53.0,123,0,0,0,0,0,0,LINE1-M02,2026-06-03T04:54:00,OP-101,MAT-8804
704,H00704,H,300.3,309.4,1168,60.7,128,0,0,0,0,0,0,LINE2-M02,2026-06-03T04:56:00,OP-110,MAT-8817
705,M00705,M,299.6,307.8,1653,20.7,131,0,0,0,0,0,0,LINE2-M01,2026-06-03T04:58:00,OP-101,MAT-8800
706,M00706,M,299.1,310.8,1453,35.9,134,0,0,0,0,0,0,LINE2-M02,2026-06-03T05:04:00,OP-107,MAT-8818
707,L00707,L,295.9,305.9,1414,24.0,136,0,0,0,0,0,0,LINE2-M01,2026-06-03T05:07:00,OP-104,MAT-8807
708,L00708,L,299.0,308.1,1347,50.4,138,0,0,0,0,0,0,LINE2-M02,2026-06-03T05:10:00,OP-107,MAT-8805
709,L00709,L,302.1,312.5,2036,45.5,140,1,0,0,1,0,0,LINE3-M01,2026-06-03T05:13:00,OP-102,MAT-8807
710,H00710,H,296.2,306.2,1564,23.2,145,0,0,0,0,0,0,LINE3-M01,2026-06-03T05:19:00,OP-110,MAT-8810
711,L00711,L,300.2,311.3,1248,41.2,147,0,0,0,0,0,0,LINE2-M01,2026-06-03T05:25:00,OP-100,MAT-8812
712,L00712,L,301.5,312.8,1728,23.1,149,0,0,0,0,0,0,LINE1-M02,2026-06-03T05:28:00,OP-110,MAT-8809
713,L00713,L,298.6,307.2,1468,46.1,151,0,0,0,0,0,0,LINE3-M01,2026-06-03T05:34:00,OP-109,MAT-8814
714,M00714,M,301.4,311.5,1168,45.1,154,0,0,0,0,0,0,LINE3-M01,2026-06-03T05:37:00,OP-104,MAT-8800
715,L00715,L,300.6,310.4,1609,44.2,156,0,0,0,0,0,0,LINE1-M01,2026-06-03T05:41:00,OP-109,MAT-8816
716,L00716,L,300.5,309.9,1402,51.3,158,0,0,0,0,0,0,LINE3-M02,2026-06-03T05:43:00,OP-110,MAT-8802
717,H00717,H,299.7,310.5,1483,36.3,163,0,0,0,0,0,0,LINE1-M02,2026-06-03T05:49:00,OP-106,MAT-8804
718,M00718,M,300.5,310.7,1693,36.6,166,0,0,0,0,0,0,LINE2-M02,2026-06-03T05:53:00,OP-108,MAT-8802
719,L00719,L,298.5,308.5,1594,41.5,168,0,0,0,0,0,0,LINE2-M01,2026-06-03T05:58:00,OP-111,MAT-8813
